cd_cnpj,vl_total_veiculos_antt,vl_total_veiculos_leves,vl_total_veiculos_pesados
10500306000160,,,
03583686000260,,,
03619841000170,,,
88656293000100,,,
01243305000430,,,
01786092000140,,,
03937322000150,,,
00799074000130,,,
16849377000150,,,
03734601013790,,,
14814432000140,,,
13871224000110,,,
94064649000110,,,
08360628000100,,,
15156438000130,,,
15160571000160,,,
10357393000220,,,
08925731000150,,,
16053467000130,,,
14737392000180,,,
04569277000190,,,
07921293000270,,,
10944008000160,,,
05582594000100,,,
01051495000140,,,
57269763000150,,,
14452737000150,,1,0
13335552000100,,,
13878559000160,,,
13941989000180,,,
15182288000130,,,
15553446000110,,,
12164098000100,,,
07081651000100,,,
17283441000140,,,
07806565000100,,,
11050679000140,,,
13169734000140,,,
15190246000140,,,
16480744000190,,,
14465596000100,,,
09331590000100,,,
11306905000100,,,
15676707000190,,1,0
02300267000120,,,
81620106000190,,1,0
68035252000190,,,
14753183000120,,,
11185206000150,,,
95035473000130,,,
66351065000190,,,
48792485000120,,,
04617529000100,,,
07037992000170,,,
12783179000180,,,
04355056000110,,,
55492623000110,,,
11117576000150,,,
11694319000180,,,
09568108000150,,,
00245285000120,,,
00739428000150,,,
05953866000130,,,
16962677000140,,,
12563448000100,,,
00311129000110,,,
00686049000140,,,
00919682000130,,,
00539650000100,,,
00416580000100,,,
00686974000170,,,
26826255000100,,,
22260475000150,,,
07362228000170,,,
06276262000160,,,
05487230000140,,,
06318371000100,,,
09760567000130,,,
16932888000130,,,
03905542000100,,,
02686201000110,,,
97526837000100,,,
02484960000280,,,
06084773000180,,,
16618671000150,,,
03477630000140,,,
02937277000170,,,
06042798000110,,,
06658925000100,,,
02718174000110,,3,0
07028901000130,,1,3
11497569000120,,,
54796362000160,,,
08679162000100,,0,2
64807035000110,,,
15317884000180,,,
16941941000160,,,
05277788000100,,,
54093471000110,,,
16774603000180,,,
04251424000180,,,
87120762000100,,3,0
04724398000160,,,
12842235000100,,,
06932990000930,,,
08293513000140,,,
01475296000160,,,
12077443000160,,,
13388322000100,,,
10806211000170,,,
24008849000170,,,
14239440000100,,,
19791896009310,,0,1
12121224000130,,,
08508919000100,,,
45064714000100,,,
05796462000180,,,
04522679000130,,,
12045619000100,,,
08190659000160,,4,0
08961445000140,,,
69276293000130,,,
84462852000190,,,
11902017000150,,,
03504150000120,,,
18867903000130,,,
10572071154500,,,
12870677000160,,,
04810494000120,,1,0
12465352000100,,,
11831846000190,,,
25099318000100,,,
08480976000110,,,
01665705000190,,,
13078757000140,,,
86644432000150,,,
64109770000150,,4,0
12775703000170,,,
04825302000150,,,
06888507000100,,,
08798517000180,,,
09718148000130,,,
07351457000190,,,
04661933000180,,,
75180760002170,,,
03959127000120,,,
15103924000190,,,
04894707000140,,,
12008981000100,,,
26509711000180,,2,0
06871885000180,,,
11357342000180,,,
08721697000100,,,
66820424000100,,,
07037284000130,,,
06824964000130,,,
08446137000500,,,
04190594000100,,,
25916255000120,,,
15624386000180,,,
05467204000150,,,
03939774000170,,,
02024919000140,,,
10169545000180,,,
17491887000160,,,
31848914000130,,,
74444209000180,,,
08923814000100,,,
06224697000160,,,
02908796000100,,,
02744482000110,,,
13316722000100,,,
39826375000140,,,
14286731000150,,,
10182315000150,,,
10905547000190,,,
08004405000100,,,
82965351000100,,,
43863687000100,,,
64996218000120,,,
80152713000100,,,
65429367000170,,,
62239843000100,,,
76756196000100,,,
92130442000170,,,
21601919000100,,,
16726705000120,,,
17140401000140,,,
56189426000190,,,
37219672000100,,,
77150381000110,,,
26572347000100,,,
20164661000160,,,
20014007000170,,,
89069686000180,,,
40878407000130,,,
16008500000100,,,
56166754000170,,,
48138853000110,,,
60074143000170,,,
94598794000180,,,
45504818000180,,,
66334814000170,,,
47846647000100,,,
53681342000180,,,
66051145000120,,,
21624861000110,,,
96653605000150,,,
11065608000110,,,
01640616000190,,,
04282635000180,,,
01158654000100,,,
09177354000180,,,
05815409000180,,,
15571546000170,,,
13417990000100,,,
12605845000190,,,
10825512000140,,2,0
11084648000100,,,
11368135000120,,,
11497170000140,,,
11164096000140,,,
15703970000120,,,
16626528000100,,,
15236611000100,,,
08440012000220,,,
07349767000250,,1,0
08760447000170,,,
15232764000180,,,
15601291000140,,,
02394647000170,,,
09462500000110,,,
11606067000190,,,
01163650000110,,,
13444313000180,,,
58419607000190,,,
10642198000160,,,
04965450000170,,,
10370610000130,,1,0
01440372000100,,,
01417681000150,,,
42834143000220,,,
05248796000110,,,
22691349000150,,,
07720137000160,,,
03480501000100,,,
97531897000200,,,
74110800000100,,,
05453491000140,,,
14260170000110,,,
14307232000100,,,
13117417000180,,,
61139556000310,,1,0
16921081000100,,,
02344249000140,,,
09641413000200,,,
09521081000140,,,
14564189000150,,,
08493131000160,,,
09479653000170,,,
08161385000180,,,
08345350000100,,,
07337149000100,,,
08628655000110,,,
07088567000100,,,
14372027000110,,,
14366979000120,,,
16722700000120,,,
96256805000170,,,
95628665000150,,,
85286839000190,,,
92046366000110,,,
84489996000300,,,
29836152000100,,,
61661864000220,,,
60882628002990,,,
24293045000160,,,
21189253001440,,,
59770578000170,,,
26815381000150,,,
52903580000120,,,
32185134000110,,,
56150931000120,,,
54147897000100,,,
77915858000100,,,
75395939000100,,,
67944397000140,,,
67155002000120,,,
80119670000160,,,
35989037000250,,,
38058764000100,,,
39937842000100,,,
33490368001610,,,
33372251014700,,,
91195123000180,,,
98038771004240,,,
85181717000130,,,
96040019000130,,,
94131455000190,,,
89128961000190,,,
96633623000170,,,
86423290000100,,,
25459124000160,,,
47011721000160,,,
18729863000160,,,
58752049000180,,,
27655711000150,,,
55396626000150,,,
50538792000120,,,
51625895000190,,,
60036894000100,,,
20564837000170,,,
29750478000110,,,
19417401000170,,,
31794282000170,,,
27381227000180,,,
55632939000160,,,
54119383000140,,,
31048341000160,,,
49760226000180,,,
53652004000110,,,
60550472000140,,,
62229505000180,,,
57513061000170,,,
50371632000130,,,
61401196000110,,,
65134140000360,,,
78257706000120,,,
67968651000140,,,
65508673000100,,,
79477279000230,,,
10149583000170,,,
65793622000160,,,
72697832000110,,,
48087472000150,,,
38789343000150,,,
37562352000140,,,
49469190000180,,,
40906281000160,,,
33975251000140,,,
36566743000170,,,
44195998000100,,,
49061559000110,,,
43834134000110,,,
36453363000120,,,
77608727000180,,,
47843222000130,,,
23165996000190,,,
14958201000100,,,
55539126000120,,,
07435063000110,,,
01578630000100,,,
15928727000100,,,
00849629000100,,2,0
12867015000130,,,
00369525000280,,,
11823152000100,,,
17008642000130,,1,0
17023445000190,,,
01427229000170,,2,0
04475625000160,,,
12070792000150,,,
13893114000150,,,
13048317000140,,,
12217244000100,,,
13357858000150,,,
13206433000140,,,
13784561000170,,,
11549984000180,,,
05563670000130,,,
13858476000100,,1,0
07379856000240,,2,0
13790199000140,,,
17341165000120,,,
15947103000130,,,
16822882000100,,,
13413451000100,,,
10708409000200,,,
13907283000100,,,
15825025000100,,,
15829825000190,,,
00425944000100,,,
02666539000100,,1,0
01789731000120,,,
16849730000100,,,
15531229000120,,,
15398763000100,,,
15400540000130,,,
15661235000100,,,
14842762000140,,,
16100510000170,,,
39503925000190,,,
08643675000160,,1,0
10839583000100,,,
14851270000110,,,
06292912000160,,,
14445719000140,,,
15671695000100,,4,0
12467812000120,,,
11437638000100,,,
15189084000120,,,
14532704000110,,,
14524120000100,,,
14530689000170,,,
03634471000140,,,
12709639000120,,,
16491837000110,,,
15555488000190,,,
12508301000290,,,
23508666000150,,1,0
79176954000100,,,
03216826000180,,,
59823567000100,,,
21882808000110,,,
84451533000180,,,
86974268000140,,,
16529164000140,,,
14344061000180,,,
70003272000120,,,
14074824000110,,,
14071915000100,,,
06369176000100,,,
05127890000110,,,
05019667000150,,3,0
08221979000130,,,
10636404000120,,,
14247424000160,,,
03621564000130,,,
33066952003930,,,
11605022000100,,,
04244908000100,,,
04529832000150,,,
00260778000130,,,
10514795000100,,,
09513877000150,,1,0
06111992000100,,,
01086502000140,,,
00782804000190,,,
08717235000100,,,
06199809000170,,,
11359618000240,,,
08631539000150,,,
28531275000170,,,
09007110000150,,1,0
03024813000290,,,
02762282000190,,,
02890579000130,,,
15465142000100,,,
03784213000140,,,
05481258000170,,,
04245120000100,,,
11695813000160,,,
41026360000140,,,
72129083001520,,,
02053345000210,,,
11448505000130,,,
02536722000190,,,
75923185002310,,,
55235048000170,,,
60309721000100,,1,0
24815912000180,,,
02458074000100,,,
05681726000150,,,
05367599000110,,0,1
04181950000110,,,
04085782000160,,,
15637845000160,,,
16942879000120,,1,0
09135639000230,,,
01535441000150,,,
02920641000190,,,
90057274000100,,1,2
02356188000130,,,
66229071000250,,,
11334718000130,,,
05680175000100,,,
53737078000150,,,
68838903000180,,,
07337454000100,,,
05890314000120,,,
05745455000150,,,
08421025000170,,,
53811006004100,,,
11521692000130,,,
10856079000100,,,
04608145000120,,,
04625393000180,,,
12891603000100,,,
11864106000150,,,
11666574000110,,,
12538051000150,,,
09345040000140,,1,0
03174696000160,,,
15570168000100,,,
03790701000160,,,
75954651000110,,,
15754948000100,,,
17174756000150,,,
15160104000130,,,
08437856000130,,,
09754447000120,,,
10114321000170,,,
04428029000120,,,
03152499000140,,,
05672276000130,,,
07209959000180,,,
04633331000110,,,
00506450000150,,,
10095985000130,,,
94560638000120,,,
82739368000130,,,
41443052000110,,,
54331624000110,,,
15610561000180,,,
94141207000120,,,
79387551000100,,,
30856454000120,,,
46143046000160,,,
60164134000170,,,
92808252000160,,,
33029646000150,,,
77174092000150,,,
59486365000110,,,
93191724000140,,,
65016990000100,,,
76899426000190,,,
46487914000120,,,
75722306000150,,,
50801430000180,,,
31179328000140,,,
72410160000110,,,
50872423000170,,,
23388424000170,,,
48088892000150,,,
94754868000120,,,
83890723000130,,,
86572872000140,,,
29994415000100,,,
28571719000100,,,
14168299000100,,,
00959063000170,,,
14643385000110,,,
14646623000140,,,
12230882000160,,,
13752340000110,,,
07017898000150,,,
15582063000170,,,
15580488000140,,,
10284328000130,,,
12208995000160,,,
52962479000140,,,
16596275000170,,,
10455754000190,,,
85236743000460,,,
07313147000180,,1,0
15575612000180,,,
01549695000390,,,
11508383000120,,,
10379450000190,,,
12078830000110,,,
11596552000120,,,
12357335000140,,,
10455835000190,,,
13373020000150,,,
10728091000130,,,
10688855000100,,4,0
16626725000120,,,
08059281000240,,,
08534779000480,,,
07974851000770,,,
08144029000230,,,
07679750000180,,,
89388565000100,,,
15256190000180,,,
21372495000150,,,
93663243000190,,,
08869578000190,,,
14659909000160,,,
07149704000170,,,
12468763000140,,,
10870023000100,,5,0
01185262000130,,,
56712086000130,,,
15751697000100,,,
56959794000170,,,
21075114000170,,,
30556021000230,,,
54734959000180,,,
15752672000120,,,
12806626000330,,,
15427145000140,,,
51958320000190,,,
01497037000130,,,
15268742000170,,,
13569432000160,,,
13409640000100,,,
04660763000110,,,
13238398000140,,,
02266832000260,,,
16357576000140,,,
14546091000170,,,
09287796000180,,,
07254336000120,,,
07814407000100,,,
07272033000130,,,
08552906000120,,,
08091610000150,,,
01414938000110,,,
08853190000100,,,
08531281000110,,,
15566177000470,,,
14142629000180,,,
03232271000160,,,
08677861000110,,,
07605225000110,,,
02088916000170,,3,0
07539692000190,,,
14583367000190,,,
10020687000180,,,
27481811000370,,,
24603821000180,,,
75719724000270,,,
46384111002860,,,
48991921000270,,,
26647149000150,,,
95866166000100,,,
87530804000180,,,
84048388000190,,,
90520834000110,,,
90941360000180,,,
82745381000100,,,
91244830000110,,,
93337418000170,,,
83523852000190,,,
75562124000160,,,
89423404000100,,,
27190669000140,,,
18451898000180,,,
24252058000190,,1,0
23864838000200,,,
19020221000150,,,
28150654000110,,,
25691643000150,,,
57326407000120,,,
60654415000100,,,
19163914000100,,,
32160731000190,,,
26799551000150,,,
53853388000130,,,
66278540000140,,,
29968013000130,,,
28687408000100,,,
18714568000130,,,
51038883000160,,,
51504546000110,,,
61879391000150,,,
73680050000130,,,
78176179000120,,,
69999381000160,,,
51232221000630,,,
71532824000150,,,
68792043000190,,,
64630783000170,,,
69251395000100,,,
40892275000100,,,
63987895000110,,,
74481698000140,,,
79868428000100,,,
63044911000130,,,
72206501000130,,,
44792117000120,,,
32665150000100,,,
33611500004530,,0,30
48669113000100,,,
36753077000180,,1,0
32930406000160,,,
09823654000190,,,
42095760000170,,,
49122740000190,,,
02269748000110,,,
58112913000180,,,
04983888000180,,,
75260638000160,,,
04139566000150,,,
10149655000180,,,
15929327000110,,,
13974953000100,,,
07197210000160,,,
05509628000130,,1,0
00680467000120,,,
15905347000150,,,
15930897000120,,,
00445845000190,,,
16969812000180,,,
16985163000100,,,
13183014000130,,,
01428294000110,,3,0
13070960000170,,0,1
07788560000100,,,
12045932000130,,0,1
15878930000110,,,
12970142000160,,,
15384526000190,,,
15349307000170,,,
15358479000100,,,
15522693000150,,,
15349967000150,,,
15864196000130,,,
15995295000150,,,
15989019000180,,,
13738087000140,,,
15837268000150,,,
14719506000160,,,
13865115000190,,,
11481621000150,,,
15151710000190,,,
02610454000100,,,
01396045000190,,,
00890545000110,,,
01985090000180,,,
13757256000190,,,
03313395000170,,,
10919155000180,,,
15663691000180,,,
16026401000150,,,
14841053000140,,,
01214564000190,,,
35559103000170,,1,0
09150131000120,,,
02992412000180,,,
04587322000130,,,
00440039000120,,,
14859012000180,,,
13890849000120,,,
07036412000120,,,
16434395000170,,,
08307756000190,,,
05454078000280,,,
08301843000130,,,
02258642000110,,,
07156431000190,,,
07649014000180,,,
15201941000160,,,
26752022000100,,1,0
10901231000120,,,
04774829000100,,,
94261500000120,,5,0
14873695000120,,,
10706766000140,,,
59753715000320,,,
16526682000100,,,
14348068000170,,,
57410748000260,,,
14079554000130,,,
15207536000150,,,
07701148000100,,0,1
14755950000130,,,
14091562000100,,,
10464049000230,,,
04998534000100,,,
02692308000170,,,
10702509000130,,,
11436711000120,,,
04387840000100,,,
08407596000150,,1,0
14971197000110,,,
01667900000230,,,
16963492000150,,,
16959131000130,,,
00191367000130,,,
00188139000100,,,
06541012000100,,0,0
05584204000130,,,
00677572000100,,,
00519232000150,,,
97543640000180,,,
12647895000210,,,
00619523000200,,,
02424803000280,,,
03596968000110,,,
05782382002110,,,
03564370000140,,,
16618204000120,,,
15470861000100,,,
06788464000190,,,
15803634000150,,,
15807619000180,,,
15330770000170,,,
01273726000160,,,
01820776000110,,,
19859784000560,,,
14837113000150,,,
05000514000160,,,
91779249000100,,,
13054045000190,,,
74864323000160,,,
03003186000120,,1,0
07826019000130,,,
20322814000150,,7,0
04582303000110,,,
03915695000120,,1,0
09209294000130,,,
03906876000190,,,
12071712000180,,,
10345860000110,,,
02220988000120,,,
11200688000170,,,
24037236000160,,,
05983017000120,,1,0
04237057000160,,,
15483406000140,,,
05509275000250,,,
08774423000170,,,
06146206000100,,,
10296497000190,,,
09198850000110,,0,1
03633908000120,,,
04359534000160,,,
10728799000190,,,
04070384000170,,,
09446832000100,,,
12403037000140,,,
05586796000120,,1,0
03468522000100,,,
10643177000160,,,
13004872000170,,,
05457395000170,,,
01331858000100,,,
02236436000100,,20,8
03733899000140,,,
12090671000170,,,
62387881000100,,,
63669717000140,,,
07596764000130,,,
08926903000100,,,
13399485000180,,,
01581922000100,,,
08530641000240,,,
34623546000200,,,
16549983000150,,,
04031947000110,,,
14811365000100,,,
10823606000180,,,
40841728006010,,,
07607510000170,,,
08546957000140,,,
11656217000170,,,
63796031000110,,,
07940905000190,,,
03569310000110,,,
89399281000100,,,
53682308000120,,,
66022609000170,,,
01803738000150,,,
09268320000100,,,
93399087000100,,,
01825778000100,,,
14653994000150,,,
14772133000190,,,
14628652000180,,,
00933854000120,,,
73594897000100,,,
04149279000120,,,
02415583018860,,,
15579251000140,,,
01387686001230,,,
13285562000170,,,
10918590000190,,0,1
14738987000150,,,
16597592000100,,,
12760735000100,,,
12577371000110,,,
12448597000110,,,
12118835000120,,,
10631843000140,,,
10293607000160,,,
11681504000130,,,
13391471000110,,,
11684111000180,,,
15697189000190,,,
15226274000170,,,
15422518000190,,,
09406951000300,,,
08637782000500,,,
14261075000130,,,
08024365000320,,,
15236118000190,,,
08249863000290,,,
08453083000690,,,
12456353000180,,0,1
04895472000100,,,
15261885000150,,,
07571515000190,,,
33219882000130,,,
11111490000110,,,
04872184000130,,,
11101269000180,,,
61012019136710,,,
74024886000140,,,
01761163000150,,,
82355546000200,,,
07454892000140,,1,2
12118454000140,,,
16651872000150,,,
06141910000170,,3,1
09188539000190,,,
09101918000100,,,
08472275000130,,0,2
11635155000110,,,
08597725000110,,,
07870399000100,,,
08942653000100,,,
08358647000100,,,
08366826000180,,,
07194958000100,,,
07710580000150,,,
16690776000110,,,
09511881000180,,,
10638679000100,,3,0
10567920000140,,,
14605684000160,,,
14381328000100,,,
15071086000110,,,
15309229000180,,,
94624665000110,"9,000000",3,21
15792167000100,,,
14363949000160,,,
24792673000270,,,
92684091000140,,,
62864301000110,,,
60261161000160,,,
77415792000270,,,
11164666000100,,,
09709384000190,,,
10154360000100,,,
91128702000100,,,
09719537000180,,,
09674026000190,,,
11424576000100,,,
12161114000100,,,
40974735000130,,,
03370324000100,,,
08429679000140,,,
06260119000180,,,
08258897000160,,,
10527706000160,,4,3
11747470000130,,,
65987232000120,,,
15654048000190,,,
11728741000100,,,
00332145000190,,,
13473951000120,,,
14412074000140,,,
16975439000170,,,
07191812000100,,,
13766382000100,,,
01590929000180,,,
11636340000120,,,
11372568000150,,,
11509005000160,,,
15526634000150,,,
13784397000100,,,
15993689000170,,,
13823052000100,,,
27056910086780,,,
13893456000170,,,
13616986000170,,,
13903475000130,,,
07135873000150,,,
01921358000110,,,
00058221000110,,,
01591367000190,,,
00235377000120,,,
16848652000110,,,
59385765000130,,,
16039157000160,,,
34028316748710,,,
04044523000190,,,
15176008000180,,,
10268454000100,,,
13794440000100,,,
16384070000120,,0,0
05975835000180,,1,1
08171334000130,,,
02147889000240,,,
11588208000190,,,
14498895000140,,,
15401296000120,,,
14760854000180,,,
12896283000180,,,
16478322000180,,,
05999333000190,,,
12153605000100,,,
02075409000100,,,
14463162000170,,,
06326462000180,,,
12192163000100,,,
14511515000160,,,
08133267000320,,,
16493261000120,,,
45211927000370,,,
01583917000200,,,
54963426000170,,,
03969547000430,,,
03041983000100,,1,0
81408759000100,,,
91682021000190,,1,0
20067211000230,,,
10700005000180,,,
87733283001130,,,
26853176000180,,,
77678456000130,,1,0
13148917000180,,,
09262455000150,,,
11702899000100,,,
10869713000140,,2,0
14391043000150,,,
15689389000100,,,
15687912000150,,,
15687956000180,,,
04173247000160,,,
12212383000140,,,
73653677000100,,,
00772969000180,,,
00986635000100,,1,0
00793262000150,,,
00114482000100,,,
00401699000100,,,
08779111000150,,,
06349233000180,,,
05326710000120,,,
05051819000100,,,
10521867000650,,,
07997329000380,,,
15788994000120,,,
11971723000820,,,
03126684000160,,,
12296478000190,,,
02062848000170,,,
12128171000180,,,
02316333000150,,,
02688631000170,,,
02631181000180,,,
03275635000190,,,
03864419000180,,,
15463157000120,,2,5
05950531000240,,,
03595877000160,,,
10975651000150,,,
00202087000260,,,
11831524000140,,,
12108443000180,,,
12182936000160,,,
09243141000100,,0,1
15633284000120,,,
15811167000100,,,
15636443000140,,,
80648561000130,,,
06927794000110,,,
09193796000110,,2,0
22061477000110,,1,0
01120921000150,,5,6
12877392000150,,,
02914988000120,,,
10143773000180,,0,2
04523923000260,,,
08872028000120,,,
08904691000160,,,
07436233000180,,,
12648414000100,,,
23940356000100,,,
13201307000100,,,
12044050000150,,,
06803150000110,,,
48743678000190,,,
64033467000110,,,
08092035000100,,,
45184678000100,,,
08850666000140,,,
21667142000420,,,
12960988000110,,,
95454062000180,,,
03950923000100,,,
04566273000230,,,
12196704000160,,,
14765573000110,,,
87685798000130,,,
04107497000100,,,
93526515000100,,,
10076215000140,,,
49754757000160,,,
34299297000150,,,
05018151000190,,,
36780476000130,,,
08313955000100,,,
02437831000150,,,
57068918000190,,,
37462793000170,,,
10950908000110,,,
65211328000100,,1,0
74824335000160,,,
11203650000150,,,
10007551000130,,,
13388624000170,,,
02661967000220,,,
01014455000200,,,
11662052000140,,,
12575040000140,,,
14641387000170,,,
15589376000150,,,
13396865000160,,,
12534798000130,,,
11125098000120,,,
07180914000120,,,
09497946000180,,,
01966398000420,,,
11912092000100,,,
13707897000130,,,
15575428000130,,,
15710326000180,,1,0
13528281000100,,,
12544894000160,,,
11572596000110,,1,0
11516619000170,,,
15229332000110,,,
15257246000110,,,
11066907000170,,,
09563225000120,,,
15240665000140,,,
04769013000180,,,
04018504000190,,,
69236024000140,,,
02109454000120,,,
03228752000100,,,
52030038000100,,,
11070041000170,,,
15597382000150,,,
15727788000100,,,
04487307000110,,,
06264558000160,,,
74216086000120,,1,0
07253563000130,,,
83810556000170,,,
13263082000290,,,
04122992000180,,,
10282126000150,,,
04203309000130,,,
10364199000190,,,
08534442000120,,,
69285583000140,,1,0
66794546000170,,,
11076541000110,,,
12520230000160,,,
04065607000100,,,
03935127000190,,,
03352224000150,,,
12232681000100,,,
11132173000180,,,
03196836000100,,,
61599098000130,,,
06922220000310,,,
15277548000150,,,
12361696000160,,,
06950739000140,,,
15288573000130,,,
06034761000140,,,
13578113000110,,,
08834259000140,,,
07882995000100,,,
09006188000150,,,
11745299000120,,,
08003404000140,,,
07943692000150,,,
09281151000130,,,
07626940000130,,,
09289998000160,,,
08072625000170,,,
07954342000190,,,
14360943000130,,,
05142730000140,,,
05428333000130,,,
76267525000400,,,
15769849000100,,,
32891889000130,,,
11540136000100,,,
13217167000150,,,
68015544000160,,,
76175157000110,,,
13248003000190,,,
55495907000160,,,
08600775000100,,,
01319254000130,,1,0
15617530000150,,,
10095159000190,,,
01686535000120,,,
23191182000120,,,
09462224000190,,,
02401811000120,,,
08309785000190,,,
05551576000160,,,
91876961000110,,2,1
17015612000150,,,
02529095000160,,0,1
11194413000170,,,
15135181000130,,,
01623480000100,,,
13931119000120,,,
12557968000100,,,
11867774000130,,,
11535037000130,,,
12825927000140,,,
00153252000150,,,
14042546000110,,,
14007886000100,,,
15969909000120,,,
13996387000120,,,
00156720000140,,,
02809587000100,,,
02426431000140,,,
15121152000110,,,
14178252000110,,,
00015216000120,,,
