cd_cnpj,fl_optante_simples,fl_optante_simei
07104105000210,1,0
15797920000150,1,1
89809099000180,0,0
88740717000110,0,0
88485743000140,0,0
29190576000140,0,0
51444594000160,0,0
60124799000150,0,0
50962802000150,0,0
56609704000110,0,0
25278086000140,0,0
31669633000110,0,0
52817210000170,0,0
29319787000130,0,0
19304245000130,0,0
50109289000150,0,0
54677331000190,0,0
52070638000100,0,0
55228365000160,0,0
64797277000170,0,0
68747245000200,0,0
73497265000110,0,0
67048348000120,0,0
76684166000640,0,0
64069826000190,0,0
72259583000180,0,0
78677176000170,0,0
71540447000100,0,0
40402109000170,0,0
42967455000120,0,0
44907251000120,0,0
44245108000110,0,0
36902278000100,0,0
33279563000110,0,0
37274180000100,0,0
43221084001330,0,0
90613217000160,0,0
93655918000150,0,0
87876496000140,0,0
89438311000140,0,0
83704502000120,0,0
94180098000150,0,0
93817237000140,0,0
96594700000120,0,0
81797078000180,0,0
94632130000190,0,0
91546036000120,0,0
19645365000100,0,0
52289014000170,0,0
30691836000140,0,0
20555413000140,0,0
20000204000130,0,0
31170392000160,0,0
27668193000100,0,0
27357292000170,0,0
32224826000120,0,0
55614317000100,0,0
61906053000160,0,0
50986116000110,0,0
27306927000100,0,0
30441406000170,0,0
59506311000170,0,0
61005500000100,0,0
16294894000100,1,0
26528679000180,0,0
61672473000120,0,0
78993045000100,0,0
21106364000120,0,0
53768289000150,0,0
71196976000120,0,0
77650638000100,0,0
79754792000140,0,0
32431462000150,0,0
73104580000130,0,0
74081167000160,0,0
73131021000110,0,0
80101264000170,0,0
78744604000130,0,0
71367874000120,0,0
76664895000120,0,0
77480754000110,0,0
75814319000230,0,0
41909805000130,0,0
48763809000100,0,0
38857462000100,0,0
43716505000160,0,0
45533981000170,0,0
53112561000300,0,0
49464951000100,0,0
41207010000180,0,0
43325992000130,0,0
32641367000180,0,0
34955781000190,0,0
36541985000100,0,0
01756145000180,0,0
57325557000110,0,0
75814319000150,0,0
07313662000160,0,0
53278339000110,0,0
26208694000140,0,0
12496188000190,0,0
54591094000140,0,0
01433163000120,0,0
01142967000170,0,0
01712264000130,0,0
02533201000180,0,0
09790115000100,0,0
10436563000180,0,0
12220507000130,1,1
04904391000120,0,0
03901079000110,0,0
13876515000100,1,1
00516281000130,0,0
14823970000100,0,0
17001237000190,0,0
14045278000190,0,0
11769325000150,0,0
13649275000100,1,1
15375030000150,1,1
14830545000130,1,1
15351613000140,1,1
15359272000150,1,0
09719436000100,0,0
13850287000190,1,1
14023390000120,0,0
00849004000300,0,0
15971961000110,0,0
13658549000110,0,0
14312252000160,1,1
37564887000150,0,0
10500306000160,0,0
03583686000260,0,0
03619841000170,0,0
88656293000100,0,0
01243305000430,0,0
01786092000140,0,0
03937322000150,0,0
00799074000130,0,0
16849377000150,1,1
03734601013790,0,0
14814432000140,1,0
13871224000110,1,1
94064649000110,0,0
08360628000100,0,0
15156438000130,0,0
15160571000160,0,0
10357393000220,0,0
08925731000150,0,0
16053467000130,0,0
14737392000180,1,1
04569277000190,0,0
07921293000270,1,0
10944008000160,1,0
05582594000100,0,0
01051495000140,0,0
57269763000150,0,0
14452737000150,1,0
13335552000100,0,0
13878559000160,1,1
13941989000180,1,1
15182288000130,1,1
15553446000110,1,1
12164098000100,1,1
07081651000100,0,0
17283441000140,0,0
07806565000100,0,0
11050679000140,0,0
13169734000140,1,1
15190246000140,1,1
16480744000190,1,1
14465596000100,1,1
09331590000100,0,0
11306905000100,0,0
15676707000190,1,0
02300267000120,0,0
81620106000190,0,0
68035252000190,0,0
14753183000120,0,0
11185206000150,0,0
95035473000130,0,0
66351065000190,0,0
48792485000120,0,0
04617529000100,0,0
07037992000170,1,1
12783179000180,1,1
04355056000110,0,0
55492623000110,1,0
11117576000150,1,0
11694319000180,0,0
09568108000150,0,0
00245285000120,0,0
00739428000150,0,0
05953866000130,0,0
16962677000140,1,0
12563448000100,1,0
00311129000110,0,0
00686049000140,0,0
00919682000130,0,0
00539650000100,0,0
00416580000100,0,0
00686974000170,0,0
26826255000100,0,0
22260475000150,0,0
07362228000170,0,0
06276262000160,0,0
05487230000140,0,0
06318371000100,0,0
09760567000130,0,0
16932888000130,0,0
03905542000100,0,0
02686201000110,0,0
97526837000100,0,0
02484960000280,0,0
06084773000180,1,0
16618671000150,0,0
03477630000140,1,0
02937277000170,0,0
06042798000110,0,0
06658925000100,0,0
02718174000110,1,0
07028901000130,1,0
11497569000120,0,0
54796362000160,0,0
08679162000100,1,0
64807035000110,0,0
15317884000180,1,1
16941941000160,1,1
05277788000100,0,0
54093471000110,0,0
16774603000180,0,0
04251424000180,0,0
87120762000100,1,0
04724398000160,0,0
12842235000100,1,1
06932990000930,0,0
08293513000140,0,0
01475296000160,0,0
12077443000160,0,0
13388322000100,1,1
10806211000170,1,0
24008849000170,0,0
14239440000100,0,0
19791896009310,0,0
12121224000130,0,0
08508919000100,1,1
45064714000100,0,0
05796462000180,0,0
04522679000130,0,0
12045619000100,0,0
08190659000160,0,0
08961445000140,1,0
69276293000130,0,0
84462852000190,0,0
11902017000150,1,1
03504150000120,0,0
18867903000130,0,0
10572071154500,0,0
12870677000160,1,1
04810494000120,1,0
12465352000100,1,1
11831846000190,1,1
25099318000100,0,0
08480976000110,0,0
01665705000190,1,0
13078757000140,1,0
86644432000150,0,0
64109770000150,1,0
12775703000170,1,1
04825302000150,1,0
06888507000100,0,0
08798517000180,0,0
09718148000130,0,0
07351457000190,1,0
04661933000180,0,0
75180760002170,0,0
03959127000120,1,0
15103924000190,1,1
04894707000140,0,0
12008981000100,1,0
26509711000180,0,0
06871885000180,0,0
11357342000180,1,0
08721697000100,0,0
66820424000100,0,0
07037284000130,1,1
06824964000130,0,0
08446137000500,0,0
04190594000100,1,0
25916255000120,1,1
15624386000180,0,0
05467204000150,0,0
03939774000170,0,0
02024919000140,0,0
10169545000180,0,0
17491887000160,0,0
31848914000130,0,0
74444209000180,0,0
08923814000100,0,0
06224697000160,0,0
02908796000100,0,0
02744482000110,0,0
13316722000100,0,0
39826375000140,0,0
14286731000150,0,0
10182315000150,0,0
10905547000190,0,0
08004405000100,0,0
82965351000100,0,0
43863687000100,0,0
64996218000120,0,0
80152713000100,0,0
65429367000170,0,0
62239843000100,0,0
76756196000100,0,0
92130442000170,0,0
21601919000100,0,0
16726705000120,0,0
17140401000140,0,0
56189426000190,0,0
37219672000100,0,0
77150381000110,0,0
26572347000100,0,0
20164661000160,0,0
20014007000170,0,0
89069686000180,0,0
40878407000130,0,0
16008500000100,0,0
56166754000170,0,0
48138853000110,0,0
60074143000170,0,0
94598794000180,0,0
45504818000180,0,0
66334814000170,0,0
47846647000100,0,0
53681342000180,0,0
66051145000120,0,0
21624861000110,0,0
96653605000150,0,0
11065608000110,0,0
01640616000190,0,0
04282635000180,0,0
01158654000100,0,0
09177354000180,0,0
05815409000180,0,0
15571546000170,1,1
13417990000100,1,0
12605845000190,1,0
10825512000140,1,0
11084648000100,1,1
11368135000120,0,0
11497170000140,0,0
11164096000140,0,0
15703970000120,0,0
16626528000100,1,1
15236611000100,0,0
08440012000220,0,0
07349767000250,0,0
08760447000170,0,0
15232764000180,1,0
15601291000140,0,0
02394647000170,0,0
09462500000110,0,0
11606067000190,0,0
01163650000110,0,0
13444313000180,0,0
58419607000190,0,0
10642198000160,0,0
04965450000170,0,0
10370610000130,0,0
01440372000100,0,0
01417681000150,0,0
42834143000220,0,0
05248796000110,0,0
22691349000150,0,0
07720137000160,0,0
03480501000100,0,0
97531897000200,0,0
74110800000100,0,0
05453491000140,1,0
14260170000110,0,0
14307232000100,1,1
13117417000180,1,0
61139556000310,0,0
16921081000100,1,1
02344249000140,0,0
09641413000200,0,0
09521081000140,1,0
14564189000150,0,0
08493131000160,0,0
09479653000170,0,0
08161385000180,0,0
08345350000100,0,0
07337149000100,0,0
08628655000110,1,0
07088567000100,1,0
14372027000110,1,1
14366979000120,1,1
16722700000120,1,1
96256805000170,0,0
95628665000150,0,0
85286839000190,0,0
92046366000110,0,0
84489996000300,0,0
29836152000100,0,0
61661864000220,0,0
60882628002990,0,0
24293045000160,0,0
21189253001440,0,0
59770578000170,0,0
26815381000150,0,0
52903580000120,0,0
32185134000110,0,0
56150931000120,0,0
54147897000100,0,0
77915858000100,0,0
75395939000100,0,0
67944397000140,0,0
67155002000120,0,0
80119670000160,0,0
35989037000250,0,0
38058764000100,0,0
39937842000100,0,0
33490368001610,0,0
33372251014700,0,0
91195123000180,0,0
98038771004240,0,0
85181717000130,0,0
96040019000130,0,0
94131455000190,0,0
89128961000190,0,0
96633623000170,0,0
86423290000100,0,0
25459124000160,0,0
47011721000160,0,0
18729863000160,0,0
58752049000180,0,0
27655711000150,0,0
55396626000150,0,0
50538792000120,0,0
51625895000190,0,0
60036894000100,0,0
20564837000170,0,0
29750478000110,0,0
19417401000170,0,0
31794282000170,0,0
27381227000180,0,0
55632939000160,0,0
54119383000140,0,0
31048341000160,0,0
49760226000180,0,0
53652004000110,0,0
60550472000140,0,0
62229505000180,0,0
57513061000170,0,0
50371632000130,0,0
61401196000110,0,0
65134140000360,0,0
78257706000120,0,0
67968651000140,0,0
65508673000100,0,0
79477279000230,0,0
10149583000170,0,0
65793622000160,0,0
72697832000110,0,0
48087472000150,0,0
38789343000150,0,0
37562352000140,0,0
49469190000180,0,0
40906281000160,0,0
33975251000140,0,0
36566743000170,0,0
44195998000100,0,0
49061559000110,0,0
43834134000110,0,0
36453363000120,0,0
77608727000180,0,0
47843222000130,0,0
23165996000190,0,0
14958201000100,0,0
55539126000120,0,0
07435063000110,0,0
01578630000100,0,0
15928727000100,0,0
00849629000100,0,0
12867015000130,1,1
00369525000280,0,0
11823152000100,1,1
17008642000130,1,0
17023445000190,0,0
01427229000170,0,0
04475625000160,0,0
12070792000150,1,0
13893114000150,1,1
13048317000140,1,1
12217244000100,0,0
13357858000150,0,0
13206433000140,0,0
13784561000170,1,1
11549984000180,1,1
05563670000130,0,0
13858476000100,1,0
07379856000240,0,0
13790199000140,0,0
17341165000120,0,0
15947103000130,0,0
16822882000100,1,1
13413451000100,0,0
10708409000200,1,0
13907283000100,0,0
15825025000100,1,1
15829825000190,1,1
00425944000100,0,0
02666539000100,0,0
01789731000120,0,0
16849730000100,1,1
15531229000120,1,1
15398763000100,1,1
15400540000130,1,1
15661235000100,1,0
14842762000140,1,1
16100510000170,1,0
39503925000190,1,0
08643675000160,1,0
10839583000100,0,0
14851270000110,1,0
06292912000160,0,0
14445719000140,1,1
15671695000100,0,0
12467812000120,1,1
11437638000100,0,0
15189084000120,0,0
14532704000110,1,1
14524120000100,1,1
14530689000170,1,0
03634471000140,0,0
12709639000120,1,1
16491837000110,0,0
15555488000190,1,0
12508301000290,1,0
23508666000150,0,0
79176954000100,0,0
03216826000180,0,0
59823567000100,0,0
21882808000110,1,0
84451533000180,0,0
86974268000140,0,0
16529164000140,1,1
14344061000180,0,0
70003272000120,0,0
14074824000110,1,1
14071915000100,1,1
06369176000100,1,0
05127890000110,1,0
05019667000150,1,0
08221979000130,0,0
10636404000120,0,0
14247424000160,1,1
03621564000130,0,0
33066952003930,0,0
11605022000100,1,1
04244908000100,0,0
04529832000150,0,0
00260778000130,0,0
10514795000100,1,0
09513877000150,0,0
06111992000100,0,0
01086502000140,0,0
00782804000190,0,0
08717235000100,0,0
06199809000170,0,0
11359618000240,1,0
08631539000150,0,0
28531275000170,0,0
09007110000150,0,0
03024813000290,0,0
02762282000190,0,0
02890579000130,0,0
15465142000100,0,0
03784213000140,0,0
05481258000170,0,0
04245120000100,0,0
11695813000160,1,0
41026360000140,0,0
72129083001520,0,0
02053345000210,0,0
11448505000130,1,0
02536722000190,0,0
75923185002310,0,0
55235048000170,0,0
60309721000100,1,0
24815912000180,0,0
02458074000100,1,0
05681726000150,0,0
05367599000110,0,0
04181950000110,0,0
04085782000160,1,0
15637845000160,0,0
16942879000120,1,0
09135639000230,1,0
01535441000150,0,0
02920641000190,0,0
90057274000100,0,0
02356188000130,0,0
66229071000250,0,0
11334718000130,1,0
05680175000100,0,0
53737078000150,0,0
68838903000180,0,0
07337454000100,0,0
05890314000120,0,0
05745455000150,0,0
08421025000170,0,0
53811006004100,0,0
11521692000130,1,1
10856079000100,0,0
04608145000120,0,0
04625393000180,0,0
12891603000100,1,1
11864106000150,0,0
11666574000110,0,0
12538051000150,1,1
09345040000140,1,0
03174696000160,0,0
15570168000100,0,0
03790701000160,0,0
75954651000110,0,0
15754948000100,0,0
17174756000150,0,0
15160104000130,0,0
08437856000130,0,0
09754447000120,0,0
10114321000170,0,0
04428029000120,0,0
03152499000140,0,0
05672276000130,0,0
07209959000180,0,0
04633331000110,0,0
00506450000150,0,0
10095985000130,0,0
94560638000120,0,0
82739368000130,0,0
41443052000110,0,0
54331624000110,0,0
15610561000180,0,0
94141207000120,0,0
79387551000100,0,0
30856454000120,0,0
46143046000160,0,0
60164134000170,0,0
92808252000160,0,0
33029646000150,0,0
77174092000150,0,0
59486365000110,0,0
93191724000140,0,0
65016990000100,0,0
76899426000190,0,0
46487914000120,0,0
75722306000150,0,0
50801430000180,0,0
31179328000140,0,0
72410160000110,0,0
50872423000170,0,0
23388424000170,0,0
48088892000150,0,0
94754868000120,0,0
83890723000130,0,0
86572872000140,0,0
29994415000100,0,0
28571719000100,0,0
14168299000100,0,0
00959063000170,0,0
14643385000110,1,1
14646623000140,1,1
12230882000160,1,0
13752340000110,0,0
07017898000150,0,0
15582063000170,1,1
15580488000140,1,0
10284328000130,0,0
12208995000160,0,0
52962479000140,0,0
16596275000170,0,0
10455754000190,0,0
85236743000460,0,0
07313147000180,1,1
15575612000180,1,1
01549695000390,0,0
11508383000120,0,0
10379450000190,1,0
12078830000110,1,1
11596552000120,1,1
12357335000140,0,0
10455835000190,1,0
13373020000150,1,0
10728091000130,0,0
10688855000100,1,0
16626725000120,1,1
08059281000240,0,0
08534779000480,0,0
07974851000770,0,0
08144029000230,0,0
07679750000180,0,0
89388565000100,0,0
15256190000180,0,0
21372495000150,0,0
93663243000190,0,0
08869578000190,1,0
14659909000160,1,1
07149704000170,0,0
12468763000140,1,0
10870023000100,0,0
01185262000130,0,0
56712086000130,0,0
15751697000100,0,0
56959794000170,1,0
21075114000170,0,0
30556021000230,0,0
54734959000180,0,0
15752672000120,0,0
12806626000330,0,0
15427145000140,1,1
51958320000190,1,0
01497037000130,0,0
15268742000170,1,1
13569432000160,1,1
13409640000100,1,0
04660763000110,0,0
13238398000140,0,0
02266832000260,0,0
16357576000140,0,0
14546091000170,1,1
09287796000180,0,0
07254336000120,0,0
07814407000100,0,0
07272033000130,1,0
08552906000120,1,0
08091610000150,0,0
01414938000110,0,0
08853190000100,0,0
08531281000110,0,0
15566177000470,0,0
14142629000180,0,0
03232271000160,0,0
08677861000110,0,0
07605225000110,0,0
02088916000170,1,0
07539692000190,1,0
14583367000190,1,0
10020687000180,0,0
27481811000370,0,0
24603821000180,0,0
75719724000270,1,0
46384111002860,0,0
48991921000270,1,0
26647149000150,0,0
95866166000100,0,0
87530804000180,0,0
84048388000190,0,0
90520834000110,0,0
90941360000180,0,0
82745381000100,0,0
91244830000110,0,0
93337418000170,0,0
83523852000190,0,0
75562124000160,0,0
89423404000100,0,0
27190669000140,0,0
18451898000180,0,0
24252058000190,0,0
23864838000200,0,0
19020221000150,0,0
28150654000110,0,0
25691643000150,0,0
57326407000120,0,0
60654415000100,0,0
19163914000100,0,0
32160731000190,0,0
26799551000150,0,0
53853388000130,0,0
66278540000140,0,0
29968013000130,0,0
28687408000100,0,0
18714568000130,0,0
51038883000160,0,0
51504546000110,0,0
61879391000150,0,0
73680050000130,0,0
78176179000120,0,0
69999381000160,0,0
51232221000630,0,0
71532824000150,0,0
68792043000190,0,0
64630783000170,0,0
69251395000100,0,0
40892275000100,0,0
63987895000110,0,0
74481698000140,0,0
79868428000100,0,0
63044911000130,0,0
72206501000130,0,0
44792117000120,0,0
32665150000100,0,0
33611500004530,0,0
48669113000100,0,0
36753077000180,0,0
32930406000160,0,0
09823654000190,0,0
42095760000170,0,0
49122740000190,0,0
02269748000110,0,0
58112913000180,0,0
04983888000180,0,0
75260638000160,0,0
04139566000150,0,0
10149655000180,0,0
15929327000110,0,0
13974953000100,1,1
07197210000160,0,0
05509628000130,0,0
00680467000120,0,0
15905347000150,0,0
15930897000120,0,0
00445845000190,0,0
16969812000180,1,1
16985163000100,0,0
13183014000130,1,1
01428294000110,0,0
13070960000170,1,0
07788560000100,0,0
12045932000130,1,1
15878930000110,0,0
12970142000160,0,0
15384526000190,0,0
15349307000170,1,0
15358479000100,1,1
15522693000150,1,1
15349967000150,1,1
15864196000130,1,0
15995295000150,0,0
15989019000180,1,1
13738087000140,0,0
15837268000150,1,1
14719506000160,1,0
13865115000190,1,1
11481621000150,0,0
15151710000190,1,1
02610454000100,0,0
01396045000190,0,0
00890545000110,0,0
01985090000180,0,0
13757256000190,1,1
03313395000170,0,0
10919155000180,1,0
15663691000180,1,1
16026401000150,0,0
14841053000140,1,1
01214564000190,0,0
35559103000170,1,0
09150131000120,1,0
02992412000180,1,0
04587322000130,1,0
00440039000120,0,0
14859012000180,1,1
13890849000120,1,0
07036412000120,0,0
16434395000170,1,1
08307756000190,0,0
05454078000280,1,0
08301843000130,0,0
02258642000110,1,0
07156431000190,0,0
07649014000180,0,0
15201941000160,0,0
26752022000100,0,0
10901231000120,1,0
04774829000100,1,0
94261500000120,0,0
14873695000120,1,1
10706766000140,0,0
59753715000320,1,0
16526682000100,1,1
14348068000170,0,0
57410748000260,0,0
14079554000130,1,1
15207536000150,1,1
07701148000100,0,0
14755950000130,0,0
14091562000100,1,1
10464049000230,0,0
04998534000100,1,0
02692308000170,1,0
10702509000130,1,0
11436711000120,1,0
04387840000100,0,0
08407596000150,1,0
14971197000110,1,1
01667900000230,1,0
16963492000150,1,0
16959131000130,1,1
00191367000130,0,0
00188139000100,0,0
06541012000100,1,0
05584204000130,0,0
00677572000100,0,0
00519232000150,0,0
97543640000180,1,1
12647895000210,0,0
00619523000200,0,0
02424803000280,0,0
03596968000110,0,0
05782382002110,0,0
03564370000140,1,0
16618204000120,1,1
15470861000100,1,1
06788464000190,0,0
15803634000150,0,0
15807619000180,1,1
15330770000170,1,1
01273726000160,1,0
01820776000110,0,0
19859784000560,0,0
14837113000150,1,1
05000514000160,0,0
91779249000100,0,0
13054045000190,1,0
74864323000160,0,0
03003186000120,0,0
07826019000130,0,0
20322814000150,1,0
04582303000110,0,0
03915695000120,1,0
09209294000130,1,0
03906876000190,0,0
12071712000180,0,0
10345860000110,1,0
02220988000120,0,0
11200688000170,1,0
24037236000160,0,0
05983017000120,0,0
04237057000160,0,0
15483406000140,1,1
05509275000250,0,0
08774423000170,1,1
06146206000100,0,0
10296497000190,1,0
09198850000110,0,0
03633908000120,0,0
04359534000160,0,0
10728799000190,0,0
04070384000170,0,0
09446832000100,0,0
12403037000140,1,0
05586796000120,0,0
03468522000100,0,0
10643177000160,1,0
13004872000170,1,0
05457395000170,0,0
01331858000100,0,0
02236436000100,0,0
03733899000140,0,0
12090671000170,1,0
62387881000100,0,0
63669717000140,0,0
07596764000130,0,0
08926903000100,0,0
13399485000180,1,0
01581922000100,0,0
08530641000240,0,0
34623546000200,0,0
16549983000150,1,1
04031947000110,1,0
14811365000100,0,0
10823606000180,0,0
40841728006010,0,0
07607510000170,1,0
08546957000140,0,0
11656217000170,1,0
63796031000110,0,0
07940905000190,0,0
03569310000110,0,0
89399281000100,0,0
53682308000120,0,0
66022609000170,0,0
01803738000150,0,0
09268320000100,0,0
93399087000100,0,0
01825778000100,0,0
14653994000150,1,1
14772133000190,1,1
14628652000180,0,0
00933854000120,0,0
73594897000100,0,0
04149279000120,0,0
02415583018860,0,0
15579251000140,1,0
01387686001230,0,0
13285562000170,0,0
10918590000190,1,0
14738987000150,0,0
16597592000100,0,0
12760735000100,0,0
12577371000110,1,1
12448597000110,1,1
12118835000120,1,0
10631843000140,0,0
10293607000160,0,0
11681504000130,1,0
13391471000110,1,0
11684111000180,1,0
15697189000190,1,1
15226274000170,1,0
15422518000190,0,0
09406951000300,0,0
08637782000500,0,0
14261075000130,1,1
08024365000320,0,0
15236118000190,1,1
08249863000290,0,0
08453083000690,0,0
12456353000180,0,0
04895472000100,1,0
15261885000150,0,0
07571515000190,0,0
33219882000130,1,0
11111490000110,0,0
04872184000130,0,0
11101269000180,0,0
61012019136710,0,0
74024886000140,1,0
01761163000150,0,0
82355546000200,0,0
07454892000140,1,0
12118454000140,0,0
16651872000150,1,0
06141910000170,1,0
09188539000190,0,0
09101918000100,1,0
08472275000130,1,0
11635155000110,0,0
08597725000110,0,0
07870399000100,0,0
08942653000100,0,0
08358647000100,1,0
08366826000180,0,0
07194958000100,0,0
07710580000150,0,0
16690776000110,1,1
09511881000180,0,0
10638679000100,0,0
10567920000140,0,0
14605684000160,1,1
14381328000100,1,1
15071086000110,1,0
15309229000180,1,1
94624665000110,1,0
15792167000100,0,0
14363949000160,0,0
24792673000270,0,0
92684091000140,0,0
62864301000110,0,0
60261161000160,0,0
77415792000270,0,0
11164666000100,0,0
09709384000190,0,0
10154360000100,0,0
91128702000100,0,0
09719537000180,0,0
09674026000190,0,0
11424576000100,0,0
12161114000100,0,0
40974735000130,0,0
03370324000100,0,0
08429679000140,0,0
06260119000180,0,0
08258897000160,0,0
10527706000160,0,0
11747470000130,0,0
65987232000120,0,0
15654048000190,0,0
11728741000100,0,0
00332145000190,0,0
13473951000120,1,1
14412074000140,1,1
16975439000170,1,0
07191812000100,1,0
13766382000100,1,1
01590929000180,0,0
11636340000120,0,0
11372568000150,1,0
11509005000160,0,0
15526634000150,1,1
13784397000100,0,0
15993689000170,0,0
13823052000100,0,0
27056910086780,0,0
13893456000170,1,1
13616986000170,0,0
13903475000130,0,0
07135873000150,1,0
01921358000110,0,0
00058221000110,0,0
01591367000190,0,0
00235377000120,0,0
16848652000110,1,1
59385765000130,0,0
16039157000160,0,0
34028316748710,0,0
04044523000190,1,0
15176008000180,1,1
10268454000100,1,0
13794440000100,1,1
16384070000120,0,0
05975835000180,1,0
08171334000130,0,0
02147889000240,0,0
11588208000190,0,0
14498895000140,0,0
15401296000120,1,0
14760854000180,0,0
12896283000180,1,1
16478322000180,1,1
05999333000190,0,0
12153605000100,1,0
02075409000100,0,0
14463162000170,1,1
06326462000180,0,0
12192163000100,0,0
14511515000160,1,1
08133267000320,1,0
16493261000120,1,1
45211927000370,0,0
01583917000200,0,0
54963426000170,1,0
03969547000430,0,0
03041983000100,1,0
81408759000100,1,0
91682021000190,1,0
20067211000230,0,0
10700005000180,0,0
87733283001130,0,0
26853176000180,0,0
77678456000130,0,0
13148917000180,1,1
09262455000150,0,0
11702899000100,1,0
10869713000140,1,0
14391043000150,0,0
15689389000100,0,0
15687912000150,1,1
15687956000180,1,1
04173247000160,0,0
12212383000140,1,0
73653677000100,0,0
00772969000180,0,0
00986635000100,0,0
00793262000150,0,0
00114482000100,0,0
00401699000100,0,0
08779111000150,0,0
06349233000180,0,0
05326710000120,0,0
05051819000100,0,0
10521867000650,0,0
07997329000380,0,0
15788994000120,1,1
11971723000820,0,0
03126684000160,0,0
12296478000190,0,0
02062848000170,0,0
12128171000180,0,0
02316333000150,0,0
02688631000170,0,0
02631181000180,0,0
03275635000190,0,0
03864419000180,0,0
15463157000120,1,0
05950531000240,0,0
03595877000160,0,0
10975651000150,1,0
00202087000260,1,0
11831524000140,1,1
12108443000180,0,0
12182936000160,1,1
09243141000100,0,0
15633284000120,0,0
15811167000100,0,0
15636443000140,1,1
80648561000130,1,0
06927794000110,0,0
09193796000110,0,0
22061477000110,0,0
01120921000150,0,0
12877392000150,1,1
02914988000120,0,0
10143773000180,1,0
04523923000260,0,0
08872028000120,1,0
08904691000160,0,0
07436233000180,0,0
12648414000100,1,1
23940356000100,1,0
13201307000100,1,1
12044050000150,1,0
06803150000110,0,0
48743678000190,0,0
64033467000110,0,0
08092035000100,0,0
45184678000100,0,0
08850666000140,0,0
21667142000420,0,0
12960988000110,1,1
95454062000180,0,0
03950923000100,0,0
04566273000230,0,0
12196704000160,1,1
14765573000110,0,0
87685798000130,0,0
04107497000100,0,0
93526515000100,0,0
10076215000140,0,0
49754757000160,0,0
34299297000150,0,0
05018151000190,0,0
36780476000130,0,0
08313955000100,0,0
02437831000150,0,0
57068918000190,0,0
37462793000170,0,0
10950908000110,0,0
